# Z  N  A  Qalpha(MeV)
104 134  238  11.455084
104 135  239  11.365084
104 136  240  11.315084
104 137  241  11.235084
104 138  242  11.265084
104 139  243  11.025084
104 140  244  10.795084
104 141  245  10.585084
104 142  246  10.385084
104 143  247  10.345084
104 144  248  10.325084
104 145  249  10.185084
104 146  250  10.015084
104 147  251   9.825084
104 148  252   9.605084
104 149  253   9.395084
104 150  254   9.125084
104 151  255   8.975084
104 152  256   8.965084
104 153  257   9.205084
104 154  258   9.275084
104 155  259   9.065084
104 156  260   8.875084
104 157  261   8.485084
104 158  262   8.095084
104 159  263   7.705084
104 160  264   7.345084
104 161  265   7.065084
104 162  266   6.895084
104 163  267   6.945084
104 164  268   7.245084
104 165  269   7.465084
104 166  270   7.405084
104 167  271   7.125084
104 168  272   6.805084
104 169  273   6.645084
104 170  274   6.475084
104 171  275   5.955084
104 172  276   5.645084
104 173  277   5.425084
104 174  278   5.235084
104 175  279   5.205084
104 176  280   5.295084
104 177  281   5.315084
104 178  282   4.945084
104 179  283   5.085084
104 180  284   5.215084
104 181  285   4.825084
104 182  286   4.515084
104 183  287   4.325084
104 184  288   4.285084
104 185  289   4.965084
104 186  290   5.015084
104 187  291   4.755084
104 188  292   4.525084
104 189  293   4.185084
104 190  294   3.875084
104 191  295   3.425084
104 192  296   3.225084
104 193  297   3.075084
104 194  298   2.955084
104 195  299   2.785084
104 196  300   2.495084
104 197  301   2.195084
104 198  302   1.985084
104 199  303   1.725084
104 200  304   1.495084
104 201  305   1.285084
104 202  306   1.195084
104 203  307   1.265084
104 204  308   1.415084
104 205  309   1.415084
104 206  310   1.295084
104 207  311   1.135084
104 208  312   0.815084
104 209  313   0.635084
104 210  314   0.385084
104 211  315   0.215084
104 212  316   0.245084
104 213  317  -0.044916
104 214  318  -0.494916
104 215  319  -0.734916
104 216  320  -0.964916
104 217  321  -1.194916
104 218  322  -1.314916
104 219  323  -1.434916
104 220  324  -1.544916
104 221  325  -1.664916
104 222  326  -1.734916
104 223  327  -1.674916
104 224  328  -1.804916
104 225  329  -2.054916
104 226  330  -2.234916
104 227  331  -2.294916
104 228  332  -2.454916
104 229  333  -2.664916
104 230  334  -2.754916
104 231  335  -3.124916
104 232  336  -3.264916
104 233  337  -3.474916
104 234  338  -3.464916
104 235  339  -3.474916
105 136  241  11.685084
105 137  242  11.625084
105 138  243  11.595084
105 139  244  11.435084
105 140  245  11.085084
105 141  246  10.815084
105 142  247  10.675084
105 143  248  10.605084
105 144  249  10.675084
105 145  250  10.505084
105 146  251  10.295084
105 147  252  10.065084
105 148  253   9.895084
105 149  254   9.695084
105 150  255   9.405084
105 151  256   9.285084
105 152  257   9.255084
105 153  258   9.515084
105 154  259   9.585084
105 155  260   9.335084
105 156  261   9.205084
105 157  262   8.845084
105 158  263   8.405084
105 159  264   8.055084
105 160  265   7.695084
105 161  266   7.445084
105 162  267   7.275084
105 163  268   7.315084
105 164  269   7.665084
105 165  270   7.915084
105 166  271   7.875084
105 167  272   7.645084
105 168  273   7.325084
105 169  274   7.145084
105 170  275   6.965084
105 171  276   6.425084
105 172  277   6.055084
105 173  278   5.805084
105 174  279   5.605084
105 175  280   5.575084
105 176  281   5.655084
105 177  282   5.955084
105 178  283   5.485084
105 179  284   5.445084
105 180  285   5.555084
105 181  286   5.205084
