# Z  N  A  Qalpha(MeV)
104 134  238  11.055084
104 135  239  11.015084
104 136  240  10.915084
104 137  241  10.515084
104 138  242  10.665084
104 139  243  10.665084
104 140  244  10.145084
104 141  245  10.805084
104 142  246  10.205084
104 143  247  10.475084
104 144  248   9.975084
104 145  249   9.555084
104 146  250   9.665084
104 147  251   9.915084
104 148  252   9.605084
104 149  253  10.305084
104 150  254   9.315084
104 151  255   9.225084
104 152  256   9.135084
104 153  257   8.605084
104 154  258   9.065084
104 155  259   9.035084
104 156  260   8.655084
104 157  261   8.605084
104 158  262   8.645084
104 159  263   8.445084
104 160  264   8.355084
104 161  265   7.835084
104 162  266   7.675084
104 163  267   7.175084
104 164  268   7.395084
104 165  269   6.865084
104 166  270   7.525084
104 167  271   7.705084
104 168  272   6.715084
104 169  273   6.895084
104 170  274   9.615084
104 171  275   6.995084
104 172  276   6.585084
104 173  277   5.725084
104 174  278   5.415084
104 175  279   5.985084
104 176  280   5.975084
104 177  281   6.205084
104 178  282   6.065084
104 179  283   6.345084
104 180  284   6.175084
104 181  285   5.825084
104 182  286   6.885084
104 183  287   5.755084
104 184  288   5.155084
104 185  289   6.845084
104 186  290   6.885084
104 187  291   6.415084
104 188  292   6.625084
104 189  293   5.105084
104 190  294  -0.124916
104 191  295  -0.844916
104 192  296   2.165084
104 193  297   2.125084
104 194  298   2.255084
104 195  299   1.805084
104 196  300   1.815084
104 197  301   2.035084
104 198  302   1.405084
104 199  303   0.305084
104 200  304   0.175084
104 201  305  -0.364916
104 202  306  -0.314916
104 203  307   0.555084
104 204  308   0.285084
104 205  309   0.605084
104 206  310   0.055084
104 207  311  -1.404916
104 208  312  -0.074916
104 209  313  -0.844916
104 210  314  -0.854916
104 211  315  -0.624916
104 212  316  -0.844916
104 213  317  -1.344916
104 214  318  -1.764916
104 215  319  -1.414916
104 216  320  -1.504916
104 217  321  -1.704916
104 218  322  -1.644916
104 219  323  -1.954916
104 220  324  -2.234916
104 221  325  -1.964916
104 222  326  -2.524916
104 223  327  -2.614916
104 224  328  -1.934916
104 225  329  -2.534916
104 226  330  -2.564916
104 227  331  -2.894916
104 228  332  -2.764916
104 229  333  -3.584916
104 230  334  -2.444916
104 231  335  -2.924916
104 232  336  -4.124916
104 233  337  -2.224916
104 234  338  -3.494916
104 235  339  -4.054916
104 236  340  -2.134916
104 237  341  -2.114916
104 238  342  -2.974916
104 239  343  -2.634916
104 240  344  -3.154916
104 241  345  -3.184916
104 242  346  -2.814916
104 243  347  -5.044916
104 244  348  -2.524916
105 135  240  11.325084
105 136  241  11.145084
105 137  242  11.895084
105 138  243  10.635084
105 139  244  12.045084
105 140  245  11.405084
105 141  246  10.105084
105 142  247  10.835084
105 143  248  10.325084
105 144  249  10.475084
105 145  250   9.975084
105 146  251  10.705084
105 147  252  10.225084
105 148  253   9.685084
105 149  254   9.725084
105 150  255   9.425084
105 151  256   9.465084
105 152  257   9.035084
105 153  258   9.195084
105 154  259   9.295084
105 155  260   8.795084
105 156  261   8.935084
105 157  262   8.685084
105 158  263   7.945084
105 159  264   8.255084
105 160  265   8.165084
105 161  266   8.885084
105 162  267   7.705084
105 163  268   8.465084
105 164  269   7.775084
105 165  270   7.245084
105 166  271   7.235084
105 167  272   7.925084
105 168  273   7.685084
105 169  274   8.585084
105 170  275   7.825084
105 171  276   8.045084
105 172  277   6.945084
105 173  278   5.505084
105 174  279   6.355084
105 175  280   5.825084
105 176  281   6.305084
105 177  282   6.285084
105 178  283   6.055084
105 179  284   6.445084
105 180  285   6.695084
105 181  286   7.655084
105 182  287   6.115084
105 183  288   6.345084
105 184  289   5.445084
105 185  290   7.165084
105 186  291   7.155084
105 187  292   6.605084
105 188  293   6.475084
105 189  294   5.255084
105 190  295  -0.774916
105 191  296  -1.294916
105 192  297   2.475084
105 193  298   1.795084
105 194  299   2.105084
105 195  300   2.695084
105 196  301   2.405084
105 197  302   3.825084
105 198  303   2.575084
105 199  304   3.135084
105 200  305   3.015084
105 201  306   2.015084
105 202  307   2.155084
105 203  308   2.575084
105 204  309   1.805084
105 205  310   1.275084
105 206  311   2.405084
105 207  312   1.175084
105 208  313   0.025084
105 209  314   1.855084
105 210  315   1.315084
105 211  316   1.265084
105 212  317  -0.784916
105 213  318   1.215084
105 214  319  -0.444916
105 215  320   0.515084
105 216  321   0.585084
105 217  322   0.435084
105 218  323   0.045084
105 219  324  -0.094916
105 220  325  -0.064916
105 221  326   0.455084
105 222  327  -0.364916
105 223  328  -0.494916
105 224  329  -1.224916
105 225  330  -0.944916
105 226  331  -1.114916
105 227  332  -1.374916
105 228  333  -0.464916
105 229  334  -0.954916
105 230  335   0.245084
105 231  336  -0.294916
105 232  337  -1.414916
105 233  338  -1.404916
105 234  339  -1.124916
105 235  340  -1.234916
105 236  341  -3.144916
105 237  342  -2.444916
105 238  343  -1.124916
105 239  344  -3.094916
105 240  345  -2.974916
105 241  346  -2.724916
105 242  347  -2.704916
105 243  348  -3.414916
105 244  349  -2.804916
105 245  350  -3.164916
105 246  351  -2.424916
106 136  242  11.735084
106 137  243  11.285084
106 138  244  11.405084
106 139  245  11.435084
106 140  246  11.255084
106 141  247  11.155084
106 142  248  11.075084
106 143  249  10.795084
106 144  250  11.015084
106 145  251  10.305084
106 146  252  10.585084
106 147  253  10.825084
106 148  254  10.395084
106 149  255  10.215084
106 150  256   9.535084
106 151  257   9.435084
106 152  258   9.425084
106 153  259   9.465084
106 154  260   9.335084
106 155  261   9.475084
106 156  262   8.985084
106 157  263   8.705084
106 158  264   8.845084
106 159  265   8.555084
106 160  266   8.215084
106 161  267   8.855084
106 162  268   8.005084
106 163  269   8.915084
106 164  270   8.325084
106 165  271   8.045084
106 166  272   8.455084
106 167  273   8.405084
106 168  274   8.175084
106 169  275   7.785084
106 170  276   7.965084
106 171  277   8.635084
106 172  278   5.535084
106 173  279   7.575084
106 174  280   6.895084
